Country Name,Country Code_x,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,Region,Income Group
Hungary,HUN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,3426.551101,3223.918869,3116.012869,2995.986589,3025.71071,3066.522154,3162.374877,3188.381968,3215.679628,3321.406628,3309.283711,3426.722902,3545.170756,3637.278332,3680.168467,3771.364614,3882.490664,3976.518977,3988.767694,3773.153807,3876.491084,3898.823143,3923.042324,3892.113701,3965.958233,Europe & Central Asia,High income
Indonesia,IDN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,162.5028472,177.9315105,194.3055893,212.8201043,240.0110068,263.5893937,297.1815533,331.2979891,331.1271413,357.0254899,390.3745511,411.3162034,417.2075298,428.397417,473.6764808,499.7160945,514.8665408,544.7120817,568.3960515,592.1564174,634.1760898,678.6442926,732.1023539,773.293854,811.9001839,East Asia & Pacific,Lower middle income
Isle of Man,IMN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,Europe & Central Asia,High income
India,IND,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,273.0466135,291.9538052,305.5359287,321.7114714,342.4618392,360.0470532,361.0925011,376.8006779,387.1969004,393.3731989,394.9638097,395.1047593,411.9673978,431.8411318,453.0102057,469.4539231,510.7516179,543.3586454,562.8991702,600.2017021,642.1116154,698.5478127,724.7911885,765.5638456,805.5991906,South Asia,Lower middle income
Ireland,IRL,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,3767.529299,3897.873231,4104.900195,4185.097229,4351.064203,4525.275566,4787.890617,4976.632824,5201.610905,5433.864939,5796.055581,5896.939225,6035.686646,6092.548994,6168.398988,6241.715574,6351.099111,6218.313404,6340.733045,5947.909489,5927.86868,5657.538159,5651.008483,5698.756179,5672.064134,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,943.2260076,999.8329603,1074.668845,1127.303389,1174.329899,1201.027264,1293.358311,1337.988435,1381.754765,1460.945495,1534.615981,1628.119798,1727.335216,1869.756247,1990.301233,2060.086186,2200.205874,2285.040672,2398.472099,2479.916388,2631.239763,2651.077043,2751.342926,2795.956949,2985.68728,Middle East & North Africa,Upper middle income
Iraq,IRQ,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1305.168783,1092.922671,1306.520516,1321.907728,1369.988905,1415.600364,1372.308684,1355.693221,1314.090648,1274.578248,1237.406703,1238.472485,1264.550379,1040.790903,1202.130563,833.8508879,972.9975314,768.8505491,750.1867738,836.5041346,1195.993811,1272.730877,1110.274775,1397.125326,1305.687469,Middle East & North Africa,Upper middle income
Iceland,ISL,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,16148.27372,15931.13962,16099.9322,16737.13148,17066.32183,17396.4736,17358.58037,18957.83541,21321.16024,24522.22755,26201.52558,26950.39443,27896.89868,27666.38689,28215.45225,27988.02968,31328.3868,36852.54489,50063.95433,51259.18763,51439.90869,52373.87701,53202.83366,54799.17471,53832.47909,Europe & Central Asia,High income
Israel,ISR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,4176.180258,3981.208325,4568.416943,4618.893746,4934.247083,5127.86294,5340.302178,5488.519534,5819.460727,5974.367347,6323.103832,6400.217425,6502.739726,6597.306307,6525.921574,6572.199535,6711.229567,7003.24508,7134.002846,6607.887143,6953.276667,6930.000773,7184.501612,6710.093678,6600.89828,Middle East & North Africa,High income
Italy,ITA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,4144.907442,4224.740106,4310.537968,4303.645312,4439.319253,4597.892598,4658.700157,4791.285246,4955.721944,5079.492406,5299.856479,5406.491722,5539.703837,5652.519542,5687.997573,5731.101557,5833.467297,5804.325964,5757.960611,5368.390567,5493.711037,5514.803615,5397.741477,5159.183655,5002.40668,Europe & Central Asia,High income
Jamaica,JAM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,866.2501516,712.038234,1444.007006,1523.23506,1693.958216,2048.127246,2101.879279,2156.696215,2235.610697,2261.960877,2274.486011,2275.672382,2343.211476,2405.888861,2376.888987,2392.999093,2366.789734,1921.838739,1156.938657,1218.580626,1213.257088,1203.395803,1038.017706,1015.49649,1055.523469,Latin America & Caribbean,Upper middle income
Jordan,JOR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,935.2403624,902.3739068,1000.202107,1024.244104,1055.51629,1112.640895,1158.093306,1163.842975,1226.888792,1254.461954,1294.49965,1330.128804,1409.554026,1452.16383,1564.420808,1592.548692,1695.080341,1802.62485,1866.61514,1831.371875,1865.674239,1868.132869,1941.17714,1877.585736,1888.116953,Middle East & North Africa,Upper middle income
Japan,JPN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,6805.540041,7009.029946,7034.613496,7094.012976,7522.571042,7695.716643,7835.41274,7991.00407,8003.955696,8147.38887,8299.409506,8162.014644,8266.099102,8164.933682,8393.257723,8539.010589,8542.478139,8710.025703,8270.007731,8020.273806,8594.909034,8099.598695,7998.346771,7988.58331,7819.714636,East Asia & Pacific,High income
Kazakhstan,KAZ,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,5905.00367,5641.834595,5354.491838,4541.830801,4340.735396,4041.129956,3636.627647,3173.793049,2948.783449,2838.34344,3169.523341,3512.035501,3558.327279,3768.792821,3859.192559,4012.073919,4261.212572,4487.28613,4689.166773,4447.324403,4728.011591,4892.735191,5180.653819,5345.46874,5600.208465,Europe & Central Asia,Upper middle income
Kenya,KEN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,125.2002617,126.5943296,126.542459,129.0279293,126.4102217,127.621656,129.8505947,127.4084919,128.0828093,118.4625154,106.103299,115.7434551,114.9514953,120.5947042,127.869104,130.2142282,138.0490418,141.7059522,141.1551364,142.1072896,150.2775613,151.1291532,152.8411278,163.4734576,166.7381869,Sub-Saharan Africa,Lower middle income
Kyrgyz Republic,KGZ,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2330.570231,2322.340712,2328.254418,1914.229415,1896.303515,2074.37944,1965.690087,1802.870284,1684.000839,1795.306173,1696.064021,1445.875715,1365.94065,1644.359844,1417.908986,1374.307519,1377.433696,1456.229595,1378.720364,1323.723367,1371.721214,1649.258332,1809.102582,1887.020071,1941.221832,Europe & Central Asia,Lower middle income
Cambodia,KHM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,13.51661107,20.03593171,24.25663162,26.64312415,30.20960925,32.75085634,36.52497369,50.33744689,51.5049882,55.72831589,66.76613263,80.74517705,100.6091165,114.6211569,127.9612054,144.3173892,165.1546862,207.2834659,221.5980997,271.4332395,East Asia & Pacific,Lower middle income
Kiribati,KIR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,Latin America & Caribbean,High income
"Korea, Rep.",KOR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2373.214406,2588.848076,2826.188795,3091.371196,3495.488731,3881.024437,4280.71094,4651.628883,4436.174407,4878.833384,5906.959333,6309.203405,6673.937704,6977.317662,7390.794147,7796.314674,8039.796283,8462.206543,8772.287463,8877.574933,9716.126081,10129.95709,10305.32898,10384.62216,10496.51367,East Asia & Pacific,High income
Kuwait,KWT,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,8206.266387,4956.62097,,,,13108.98512,13894.98327,13865.6829,14532.06437,14359.76099,14027.61246,14471.7224,15095.39223,16331.06175,16629.98842,17028.29147,17738.92442,17097.47904,17054.75165,16531.3971,16722.6858,15786.33497,15833.04767,14891.12477,15213.41987,Middle East & North Africa,High income
Lao PDR,LAO,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,East Asia & Pacific,Lower middle income
Lebanon,LBN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,517.9399604,1017.271083,1194.601295,1366.494143,1481.18764,1561.617119,2116.927606,2507.542027,3031.197344,2996.851722,2985.44276,2946.552221,3010.357845,2963.692204,2847.848725,2810.738899,2694.615944,2796.058991,2966.397611,3140.45185,3478.789368,3342.582809,2802.251402,3100.394951,2892.770465,Middle East & North Africa,Upper middle income
Liberia,LBR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,Sub-Saharan Africa,Low income
Libya,LBY,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1576.861518,1657.683604,1752.954846,1808.512585,1820.390224,1770.530945,1787.769536,1803.110214,2097.583641,2177.407107,2222.657476,2256.750493,2773.940912,2950.167665,3109.158511,3431.39489,3795.842341,3795.582244,3159.384366,3148.967996,3377.29408,2863.808369,2272.896675,2367.183831,1857.156581,Middle East & North Africa,Upper middle income
St. Lucia,LCA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,Latin America & Caribbean,Upper middle income
Liechtenstein,LIE,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,Europe & Central Asia,High income
Sri Lanka,LKA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,151.416241,157.6429792,166.0594262,182.5019455,199.6314802,215.7052611,204.4402061,229.7512435,249.1020667,262.9478235,294.7512658,290.8044359,303.1590877,326.4064425,354.6257078,400.5212307,403.6064594,420.9827281,427.2070476,426.1501047,461.1267067,504.2082908,524.3084455,525.7226136,531.2695585,South Asia,Lower middle income
Lesotho,LSO,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,Sub-Saharan Africa,Lower middle income
Lithuania,LTU,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,4023.43207,4022.532662,3166.929451,2494.424475,2498.944532,2538.644546,2735.441037,2727.727637,2825.884653,2702.428156,2516.905098,2695.906268,2848.913483,3087.655148,3196.849344,3187.03108,3353.304327,3564.206785,3733.626495,3622.290317,3470.78503,3529.918778,3607.703798,3663.671197,3821.14517,Europe & Central Asia,High income
Luxembourg,LUX,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,13667.67055,14087.8553,12927.90208,12632.24102,13665.07415,14920.77088,14629.73022,15134.10418,15460.32494,14990.41756,15668.11827,15616.32977,15980.2768,16258.88449,16300.11242,15644.14672,16456.60412,16352.3218,15937.78778,14425.96473,16829.96254,15586.08423,14703.94353,14193.16843,13914.67845,Europe & Central Asia,High income
Latvia,LVA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,3396.728161,3285.317445,2638.90897,2048.149058,1973.228518,1997.138093,1992.900926,2056.435022,2129.858727,2072.803727,2082.321387,2213.360603,2307.186518,2493.930169,2607.45996,2777.38198,2966.609973,3169.077295,3213.12144,3026.611489,3229.951062,3264.05332,3587.932866,3472.541385,3507.404521,Europe & Central Asia,High income
"Macao SAR, China",MAC,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,East Asia & Pacific,High income
St. Martin (French part),MAF,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,Latin America & Caribbean,High income
Morocco,MAR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,358.1314078,370.4089323,400.8685964,400.8397625,420.068993,429.8393454,432.5833632,450.0123823,478.753295,452.3966819,489.0878809,523.9218703,534.9621555,580.4529074,610.9820031,633.1036232,686.7330458,715.8484976,732.1298275,744.2974887,774.3683908,823.8883054,874.4280466,878.5869314,901.1284488,Middle East & North Africa,Lower middle income
Monaco,MCO,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,Europe & Central Asia,High income
Moldova,MDA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,3235.38961,3438.444924,2965.191581,2583.896244,2221.349228,2094.365349,1979.416252,1863.057604,1859.430147,1742.527627,1638.095699,1804.507386,1872.449326,2101.927717,1960.906729,2047.737712,2166.121975,1996.415901,2028.229958,1740.799034,1722.886713,1470.230501,1514.530474,1352.792108,1386.234439,Europe & Central Asia,Lower middle income
Madagascar,MDG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,Sub-Saharan Africa,Low income
Maldives,MDV,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,South Asia,Upper middle income
Mexico,MEX,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1165.399223,1272.218633,1291.62651,1283.956053,1367.863203,1383.935336,1406.015075,1486.2296,1597.072199,1641.765199,1750.556158,1784.87662,1796.769753,1952.538011,1882.395463,1950.98786,1974.469114,1998.7241,1995.437183,1942.760548,1963.314688,2153.71537,2187.227534,2079.193579,2090.175944,Latin America & Caribbean,Upper middle income
Marshall Islands,MHL,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,East Asia & Pacific,Upper middle income
"Macedonia, FYR",MKD,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2667.530963,2708.069324,2966.823372,2613.874401,2708.781286,2797.425642,2920.918066,2995.100518,3071.483561,2856.163375,2895.589239,2800.999784,2755.587312,3108.950603,3143.340915,3374.311741,3450.072583,3621.472816,3676.154046,3421.305857,3574.086353,3882.969509,3681.228291,3551.024479,3496.999993,Europe & Central Asia,Upper middle income
Mali,MLI,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,Sub-Saharan Africa,Low income
Malta,MLT,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2823.502838,3597.685828,3726.694558,3716.591078,3735.355406,3921.371208,3790.42129,3827.153721,3921.751837,4197.864688,4311.858637,4292.315051,4500.3523,4872.272205,4797.292583,4912.90976,4897.510042,4873.083467,4836.593963,4434.186633,4767.097378,4867.0568,5002.047483,4915.873765,4924.544019,Middle East & North Africa,High income
Myanmar,MMR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,44.87246546,41.56332887,44.95166976,51.48096254,54.83207933,58.05106792,58.50208628,65.42484172,65.81415209,69.0610237,76.276489,69.25024482,73.90716463,80.81907752,81.33344075,75.5734829,89.15689595,90.2757133,95.00856027,100.259655,125.4089848,155.7176661,157.3161091,186.8287082,216.7776086,East Asia & Pacific,Lower middle income
Montenegro,MNE,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,6314.905228,6451.770253,6564.643799,6287.187849,5010.561319,5419.51607,5741.203943,5415.717989,4574.964545,4612.34139,Europe & Central Asia,Upper middle income
Mongolia,MNG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1489.369982,1340.44631,1223.979297,1099.328385,1077.835699,1090.930137,1085.658218,1057.929224,1068.522111,1042.437342,1053.625623,1071.17353,1096.716031,1139.195703,1195.915464,1251.956305,1299.055673,1333.88896,1425.728017,1380.660041,1492.636352,1500.625019,1594.043975,1902.334071,2017.513619,East Asia & Pacific,Lower middle income
Northern Mariana Islands,MNP,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,East Asia & Pacific,High income
Mozambique,MOZ,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,41.36583027,54.66462919,53.08703979,49.73698495,43.50385003,45.37051914,45.0510554,53.46872837,48.14206636,67.89928318,123.1480266,271.8847596,260.5584697,367.1525889,440.0201746,441.7611756,449.0551858,449.153875,432.3589369,431.8981802,440.3955922,440.6751593,445.3859673,436.1367087,462.6202881,Sub-Saharan Africa,Low income
Mauritania,MRT,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,Sub-Saharan Africa,Lower middle income
Mauritius,MUS,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,670.5862908,728.7907866,780.1254287,820.1397154,857.2614719,945.2477912,1021.167623,1108.610762,1205.596934,1226.955237,1363.24611,1453.664547,1473.492493,1561.765991,1614.246648,1683.690833,1743.117482,1816.671103,1881.649775,1907.12257,1995.361484,2025.704166,2075.035712,2148.328411,2182.509156,Sub-Saharan Africa,Upper middle income
Malawi,MWI,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,Sub-Saharan Africa,Low income
Malaysia,MYS,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1156.814983,1265.606639,1418.418529,1532.908468,1784.269232,2003.79623,2187.285253,2471.606618,2525.474978,2648.713033,2748.08407,2759.536547,2821.66756,2915.868039,2986.322177,2877.230962,3072.419424,3284.515477,3301.234636,3960.60435,4159.639935,4104.888234,4323.346882,4484.169981,4596.331939,East Asia & Pacific,Upper middle income
Namibia,NAM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,1049.981579,1007.451175,1073.088617,946.0278655,937.5609762,1008.503424,956.2283896,1038.901647,1097.929971,994.0729454,1028.136177,1063.630808,1106.449169,1380.132071,1451.139555,1540.568965,1549.582555,1589.935315,1541.852282,1546.588624,1567.957697,1610.029268,1631.757982,1584.568822,Sub-Saharan Africa,Upper middle income
New Caledonia,NCL,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,East Asia & Pacific,High income
Niger,NER,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,32.67866487,30.75099711,30.39488278,29.78619517,33.51867127,36.7149005,34.88520856,39.13190438,39.2684124,42.68393281,44.32111917,47.525186,49.51602317,48.46314836,51.44081546,Sub-Saharan Africa,Low income
Nigeria,NGA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,87.02635714,89.5459865,90.00059199,100.8254658,95.50496151,91.43473797,85.85523956,81.95717324,76.92522495,75.72464297,74.4491249,75.52798212,104.6035917,101.8696822,123.5656488,129.257719,111.693028,138.8363146,127.1787957,120.5747217,136.3616921,150.1316244,156.7329688,142.6764793,144.4799245,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,308.3556417,301.4066509,304.2982474,293.9063566,281.1495944,293.5674472,313.7777802,352.857119,344.37963,331.5379238,347.736411,346.6156938,355.5867336,370.9301436,396.632354,416.9665802,429.7081342,464.1345168,477.9689217,484.0661415,514.1412369,537.03455,579.5367381,598.0745565,580.4791722,Latin America & Caribbean,Lower middle income
Netherlands,NLD,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,5218.202041,5327.476851,5441.655472,5494.112372,5643.106948,5719.061109,5905.992197,6066.243238,6257.890883,6349.319584,6507.105925,6599.26537,6641.740762,6695.715124,6882.970221,6912.372085,7025.834479,7157.378577,7173.046299,6856.281897,7006.273821,7060.053768,6876.589753,6833.911435,6712.774758,Europe & Central Asia,High income
Norway,NOR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,23353.91502,23808.62992,23787.32181,23967.11867,24247.26394,24528.44386,23998.84419,24326.03424,25424.10364,25057.1896,24993.7263,25590.68943,24620.33613,23201.39413,24214.10698,25083.21453,24099.93226,24855.00046,24866.13431,23859.70958,24890.92401,23510.38383,24070.98592,23806.88488,22999.9346,Europe & Central Asia,High income
Nepal,NPL,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,35.46779029,37.51613272,37.32216595,38.77728527,41.59652046,44.21307825,46.56815736,46.89634831,49.61431867,55.43638259,59.30690697,64.97866444,67.97918876,70.90003324,74.75468944,77.37822903,84.23083829,88.19429692,84.07659219,97.45297342,102.5047536,114.6113057,118.01117,131.4260946,139.1436806,South Asia,Low income
Nauru,NRU,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,East Asia & Pacific,Upper middle income
New Zealand,NZL,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,8972.310649,8842.379331,8636.633916,8909.355579,8927.900552,9106.822018,9072.883173,9090.524423,9125.032765,9138.744752,9384.348187,9417.343126,9526.655692,9407.032181,9666.299694,9673.673771,9700.090809,9640.607983,9556.317198,9403.848836,9601.903142,9458.485401,9360.949162,9089.619774,9026.321041,East Asia & Pacific,High income
Oman,OMN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2186.89299,2154.431555,2245.273857,2445.332321,2498.105592,2581.33824,2620.865163,2784.725392,3064.113239,3082.595465,3201.952741,3436.048749,3522.706096,3550.983019,3830.655965,3923.912572,4209.073899,4378.160722,4776.706461,5239.439434,5521.032662,5879.031331,6236.427177,6296.408361,6553.519696,Middle East & North Africa,High income
Pakistan,PAK,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,277.3531242,297.3166723,333.8897283,334.8963371,345.363224,357.9280709,359.4695655,362.9955357,344.2561539,356.1669953,372.399485,378.1882524,384.7867669,409.8213013,429.1077813,463.0573335,486.7913695,480.986525,442.7093755,458.8398247,465.1613235,455.3224139,450.3811453,481.8763388,471.0415689,South Asia,Lower middle income
Panama,PAN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,833.2628493,877.8601297,910.319726,958.6849018,1012.226067,1062.878459,1084.630503,1173.465044,1180.842268,1219.373875,1266.521623,1289.128597,1324.118485,1359.539869,1424.053101,1455.052072,1477.930543,1571.888643,1626.724698,1639.387772,1744.884061,1824.001519,1954.180005,2016.953665,2062.763545,Latin America & Caribbean,High income
Peru,PER,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,546.3502475,578.9582145,475.9191339,522.3809911,533.4607768,546.3676163,588.7220832,606.7488484,642.1492786,655.1310244,680.1883968,706.0562698,740.8238049,764.9862806,802.8395941,837.2928906,887.6225298,968.128767,1039.453278,1040.635578,1094.314271,1241.667126,1211.314738,1267.596676,1307.510966,Latin America & Caribbean,Upper middle income
Philippines,PHL,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,360.7418351,353.8583734,334.9802105,335.1975575,377.1749993,398.5210146,428.2808579,462.0558276,478.3402401,467.3822033,499.3488463,518.8832806,522.3838216,555.5692451,575.4707987,576.6495507,568.2533898,582.3828814,585.5637301,590.1266675,639.540799,645.4379681,666.4936315,685.6650324,699.2050698,East Asia & Pacific,Lower middle income
Palau,PLW,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,East Asia & Pacific,High income
Papua New Guinea,PNG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,East Asia & Pacific,Lower middle income
Poland,POL,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,3272.302311,3088.228938,2961.395739,2977.7121,2993.177532,3060.888875,3159.041817,3206.237778,3206.591771,3171.757384,3256.180455,3260.033263,3208.392157,3324.471392,3416.118632,3437.323998,3584.962188,3661.646104,3725.748778,3590.832081,3797.092296,3879.542094,3899.176642,3938.255208,3971.799761,Europe & Central Asia,High income
Puerto Rico,PRI,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,Latin America & Caribbean,High income
Portugal,PRT,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2541.865759,2676.643674,2815.877106,2803.202312,2870.833031,3076.846048,3195.864047,3352.465833,3545.010352,3795.22928,3988.960824,4119.670488,4271.168528,4375.732217,4533.539695,4682.991013,4827.467182,4890.560188,4850.837413,4843.849694,4959.094305,4848.279337,4736.351771,4685.054787,4662.6008,Europe & Central Asia,High income
Paraguay,PRY,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,505.4889455,525.7424117,559.6994723,627.9307656,702.8255997,785.9940977,796.8063689,833.8781418,840.9784431,859.7371875,887.4724197,873.9279817,884.7965485,839.5224636,828.2284957,863.7745117,920.8206438,984.0502072,1033.550368,1092.88155,1178.606275,1282.53548,1368.035805,1472.994584,1563.505329,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,Middle East & North Africa,Lower middle income
French Polynesia,PYF,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,East Asia & Pacific,High income
Qatar,QAT,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,9587.675388,8986.832577,9834.173197,10365.53514,10757.35316,10739.01316,11837.93346,12078.00856,13800.11991,14027.64436,14353.32375,15006.01408,15760.64145,16228.90968,16231.03228,15467.1896,15702.97175,15192.92084,14457.20348,14232.64059,14821.23712,14761.37443,15462.40747,14445.4077,15309.42938,Middle East & North Africa,High income
Romania,ROU,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2924.596266,2521.003837,2319.572749,2272.124228,2234.735085,2328.794358,2430.301529,2250.999801,2107.445463,1935.560812,1987.66019,2066.783933,2079.796062,2237.937816,2295.570505,2365.419564,2446.286077,2529.906888,2605.819735,2390.574743,2550.863291,2639.033434,2604.243137,2494.533918,2584.411787,Europe & Central Asia,Upper middle income
Russian Federation,RUS,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,6673.178594,6541.171009,6107.47937,5724.091032,5190.729155,5101.555493,5016.447012,4935.621707,4848.030373,4998.8387,5198.416768,5274.377721,5304.431723,5478.14413,5633.855746,5770.112336,6098.538123,6286.050536,6399.684466,6095.380575,6409.895218,6485.760845,6617.136241,6539.211202,6602.657525,Europe & Central Asia,Upper middle income
Rwanda,RWA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,Sub-Saharan Africa,Low income
Saudi Arabia,SAU,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,3994.839165,4098.749163,4373.135987,4719.494954,4809.435157,4904.450246,4942.143298,5102.182063,5444.196085,5585.085861,5637.557363,5919.095709,6021.461946,6472.568237,6326.087902,6590.281948,6820.487714,6923.850005,7188.992462,7468.336731,7973.513579,8023.544144,8522.896147,8816.31724,9444.215664,Middle East & North Africa,High income
Sudan,SDN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,49.74584993,47.59015539,47.2387492,44.85477102,45.97915851,45.14883707,45.47414688,42.52712512,41.19289388,60.73025873,62.40534411,52.2182132,60.94576248,64.22770242,64.52656635,75.87944009,84.25703583,90.54622292,98.42317781,112.8216056,131.0552689,141.6453441,156.9423377,158.6586698,190.2208868,Sub-Saharan Africa,Lower middle income
Senegal,SEN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,103.2344546,102.1868368,108.7210334,103.8421599,109.3727771,108.6135582,109.3148632,116.6744667,121.2521074,117.3548669,101.6789471,123.3410992,145.7170583,125.9489513,138.4636504,157.9377823,157.1374268,181.1588558,158.309309,189.0698504,199.1293279,199.6855854,210.7488788,210.1935367,223.4961633,Sub-Saharan Africa,Low income
