WELL_ID	WELL_TYPE	WELL_DEPTH_FT	APPROXIMATE_LATITUDE	APPROXIMATE_LONGITUDE	TOP_OF_SCREEN_FT	SCREEN_LENGTH_FT	SOURCE	SOURCE_NAME	OTHER_NAMES
S5-YB-Y23	MUNICIPAL	108	39.39027778	-121.1075556	70	38	USGS	S5-YB-Y23	S5-YB-Y23
S5-YB-Y40	MUNICIPAL	150	39.33077778	-120.8019722	0	0	USGS	S5-YB-Y40	S5-YB-Y40
NSFVOL-17	MUNICIPAL	265	38.58361111	-122.5063333	0	0	USGS	NSFVOL-17	NSFVOL-17
MSPR-09	MUNICIPAL	502	35.80086111	-120.7611944	72	423	USGS	MSPR-09	MSPR-09
RICE-12	MUNICIPAL	35	39.56458611	-122.0275944	25	5	USGS	RICE-12	RICE-12
SIERRA-V-02	MUNICIPAL	702	39.81519444	-121.5976389	280	422	USGS	SIERRA-V-02	SIERRA-V-02
MSPR-01	MUNICIPAL	500	35.51547222	-120.6672778	150	350	USGS	MSPR-01	MSPR-01
NSFVP-38	MUNICIPAL	770	38.26222222	-122.4439444	210	560	USGS	NSFVP-38	NSFVP-38
NSAC-09	MUNICIPAL	510	40.15991667	-122.2263056	230	270	USGS	NSAC-09	NSAC-09
SIERRA-G-08	MUNICIPAL	120	37.10505556	-119.3195556	57	63	USGS	SIERRA-G-08	SIERRA-G-08
LIV-03	MUNICIPAL	650	37.672	-121.8720278	149	501	USGS	LIV-03	LIV-03
SDHDRK-07	MUNICIPAL	400	33.11641667	-116.6058333	97	303	USGS	SDHDRK-07	SDHDRK-07
MSMBMW-03	MUNICIPAL	498	36.70488889	-121.6548333	0	0	USGS	MSMBMW-03	MSMBMW-03
ESJ-18	MUNICIPAL	0	37.932	-121.0160556	0	0	USGS	ESJ-18	ESJ-18
ESJMW-01	MUNICIPAL	530	38.00119444	-121.2683611	500	20	USGS	ESJMW-01	ESJMW-01
NAMFP-06	MUNICIPAL	815	38.67825	-121.5944167	0	0	USGS	NAMFP-06	NAMFP-06
CWISH-06	MUNICIPAL	900	37.19458333	-119.4657778	20	880	USGS	CWISH-06	CWISH-06
CGOLD-12	MUNICIPAL	880	37.17022222	-119.7573611	100	780	USGS	CGOLD-12	CGOLD-12
KERN-44	MUNICIPAL	709	35.58322222	-119.3320833	300	409	USGS	KERN-44	KERN-44
MOJO-14	MUNICIPAL	530	34.51840278	-117.3086472	365	140	USGS	MOJO-14	MOJO-14
OIW-11	MUNICIPAL	77	35.64745571	-117.6439517	75	2	USGS	OIW-11	OIW-11
MOJO-36	MUNICIPAL	140	34.81530556	-116.6165556	0	0	USGS	MOJO-36	MOJO-36
SFM-A1	MUNICIPAL	575	37.71602778	-122.4855556	555	10	USGS	SFM-A1	SFM-A1
SIERRA-G-03	MUNICIPAL	300	35.87933333	-118.6794167	30	270	USGS	SIERRA-G-03	SIERRA-G-03
RED-MW-06	MUNICIPAL	440	40.35858333	-122.3338333	360	70	USGS	RED-MW-06	RED-MW-06
SB-17	MUNICIPAL	250	34.38847222	-119.4650556	0	0	USGS	SB-17	SB-17
SCRC-B39	MUNICIPAL	615	34.98914323	-120.6387838	527	88	USGS	SCRC-B39	SCRC-B39
LUB-04	MUNICIPAL	0	35.12669444	-118.0031111	0	0	USGS	LUB-04	LUB-04
GIL-09	MUNICIPAL	0	37.05444444	-121.5873611	0	0	USGS	GIL-09	GIL-09
SIERRA-VL-04	MUNICIPAL	307	37.84511111	-120.1415833	57	250	USGS	SIERRA-VL-04	SIERRA-VL-04
CUYU-02	MUNICIPAL	270	34.85033333	-119.1348611	51	205	USGS	CUYU-02	CUYU-02
NOCO-IN-17	MUNICIPAL	105.7	39.13238889	-122.8775833	0	0	USGS	NOCO-IN-17	NOCO-IN-17
NOCO-CO-04	MUNICIPAL	325	40.6401289	-124.2103343	0	0	USGS	NOCO-CO-04	NOCO-CO-04
NOCO-IN-07	MUNICIPAL	39.5	39.05795111	-123.1436147	23	15	USGS	NOCO-IN-07	NOCO-IN-07
CAMP-HL-15	MUNICIPAL	120	40.38183333	-120.3875	110	10	USGS	CAMP-HL-15	CAMP-HL-15
NOCO-IN-18	MUNICIPAL	170	38.9975	-122.8758611	50	110	USGS	NOCO-IN-18	NOCO-IN-18
CAMP-SH-11	MUNICIPAL	0	41.54527778	-122.3732778	52	-52	USGS	CAMP-SH-11	CAMP-SH-11
BEAR-G02	MUNICIPAL	0	34.23325	-117.2435833	0	0	USGS	BEAR-G02	BEAR-G02
BEAR-G11	MUNICIPAL	0	34.24919444	-117.2996389	0	0	USGS	BEAR-G11	BEAR-G11
HR-PR-01	MUNICIPAL	46	33.07425	-116.8035556	41	-41	USGS	HR-PR-01	HR-PR-01
S-NSF-H02	MUNICIPAL	NA	38.50452778	-123.0697222	NA	NA	USGS	S-NSF-H02	S-NSF-H02
S5-YB-B21	MUNICIPAL	140	39.08433333	-120.9999167	0	0	USGS	S5-YB-B21	S5-YB-B21
NAMFP-09	MUNICIPAL	995	38.68677778	-121.5219444	0	0	USGS	NAMFP-09	NAMFP-09
S-NSF-H40	MUNICIPAL	NA	38.08752778	-122.2135833	NA	NA	USGS	S-NSF-H40	S-NSF-H40
S-NSF-H19	MUNICIPAL	NA	38.68033333	-122.8020556	NA	NA	USGS	S-NSF-H19	S-NSF-H19
S6-MCAW-C11	MUNICIPAL	600	38.56338889	-120.7800278	520	80	USGS	S6-MCAW-C11	S6-MCAW-C11
S6-MCAW-N09	MUNICIPAL	500	38.82916667	-121.0633333	42	458	USGS	S6-MCAW-N09	S6-MCAW-N09
S-MS-H05	MUNICIPAL	0	35.71438889	-120.8464444	0	0	USGS	S-MS-H05	S-MS-H05
S8_MOBS_F12	MUNICIPAL	202	34.92626111	-116.6801444	123	80	USGS	S8_MOBS_F12	S8_MOBS_F12
S7-SAC-NA14	MUNICIPAL	110	38.97230556	-121.4540278	77	33	USGS	S7-SAC-NA14	S7-SAC-NA14
S4-TUSK-TLE06	MUNICIPAL	310	36.04938889	-119.3408056	210	100	USGS	S4-TUSK-TLE06	S4-TUSK-TLE06
S5-YB-Y09	MUNICIPAL	205	39.37327778	-121.2542222	0	0	USGS	S5-YB-Y09	S5-YB-Y09
S4-TUSK-HLS12	MUNICIPAL	480	36.45341667	-118.8698056	54	426	USGS	S4-TUSK-HLS12	S4-TUSK-HLS12
S4-TUSK-HLS18	MUNICIPAL	305	36.12988889	-118.7794167	20	285	USGS	S4-TUSK-HLS18	S4-TUSK-HLS18
S7-SAC-C09	MUNICIPAL	228	38.29333333	-121.1745	187	41	USGS	S7-SAC-C09	S7-SAC-C09
DM-01	MUNICIPAL	913	36.65091111	-120.2486056	663	240	USGS	DM-01	DM-01
S7-SAC-SA02	MUNICIPAL	194	38.36341667	-121.4168333	140	54	USGS	S7-SAC-SA02	S7-SAC-SA02
MSMB-11	MUNICIPAL	600	36.77125	-121.7543889	228	372	USGS	MSMB-11	MSMB-11
"SOSA-15, SIERRA-G-02"	MUNICIPAL	0	35.72438889	-118.5520278	0	0	USGS	"SOSA-15, SIERRA-G-02"	"SOSA-15, SIERRA-G-02"
S5-YB-Y18	MUNICIPAL	300	39.37258333	-121.2055833	0	0	USGS	S5-YB-Y18	S5-YB-Y18
RED-19	MUNICIPAL	300	40.39972222	-122.1461944	100	200	USGS	RED-19	RED-19
CAMP-LU-04	MUNICIPAL	353	41.53361111	-120.1766389	126	224	USGS	CAMP-LU-04	CAMP-LU-04
CGOLD-02	MUNICIPAL	750	37.21344444	-119.6816389	100	650	USGS	CGOLD-02	CGOLD-02
CAMP-ES-09	MUNICIPAL	730	39.86966667	-121.7792778	500	230	USGS	CAMP-ES-09	CAMP-ES-09
CAMP-QV-12	MUNICIPAL	232	40.51791667	-121.9333611	3	229	USGS	CAMP-QV-12	CAMP-QV-12
TMART-06	MUNICIPAL	900	39.32547222	-120.176	40	860	USGS	TMART-06	TMART-06
WSAC-18	MUNICIPAL	402	39.15219444	-122.1466944	160	220	USGS	WSAC-18	WSAC-18
HR-PR-12	MUNICIPAL	93.5	33.39347222	-117.1882222	0	0	USGS	HR-PR-12	HR-PR-12
CAMP-HL-01	MUNICIPAL	300	40.36852778	-120.2624444	50	250	USGS	CAMP-HL-01	CAMP-HL-01
WS-02	MUNICIPAL	678	36.36483333	-119.9326667	348	330	USGS	WS-02	WS-02
NSJ-QPC-08	MUNICIPAL	164	38.10211111	-121.1396389	0	0	USGS	NSJ-QPC-08	NSJ-QPC-08
CWISH-02	MUNICIPAL	520	37.22569444	-119.5105278	66	454	USGS	CWISH-02	CWISH-02
SSV-QPC-05	MUNICIPAL	297	38.60046071	-121.3585628	252	45	USGS	SSV-QPC-05	SSV-QPC-05
NAMFP-07	MUNICIPAL	410	38.67825	-121.5944167	0	0	USGS	NAMFP-07	NAMFP-07
ESAC-31	MUNICIPAL	235	39.34058333	-121.9427778	0	0	USGS	ESAC-31	ESAC-31
TMART-08	MUNICIPAL	612	39.33716667	-120.1795833	125	487	USGS	TMART-08	TMART-08
RICE-22	MUNICIPAL	35	39.18316667	-122.0780833	25	5	USGS	RICE-22	RICE-22
RICE-17	MUNICIPAL	35	39.14834722	-122.0792722	25	5	USGS	RICE-17	RICE-17
COAU-16	MUNICIPAL	0	33.68127778	-116.2275833	0	0	USGS	COAU-16	COAU-16
LUB-25	MUNICIPAL	866	35.46772222	-115.2695556	534	330	USGS	LUB-25	LUB-25
SFU-01	MUNICIPAL	630	37.62386111	-122.4069722	0	0	USGS	SFU-01	SFU-01
TMART-13	MUNICIPAL	175	39.30427778	-120.20525	175	-175	USGS	TMART-13	TMART-13
SF-38	MUNICIPAL	535	37.61888889	-122.0973889	0	0	USGS	SF-38	SF-38
SFM-C4	MUNICIPAL	425	37.33672222	-121.8695556	405	20	USGS	SFM-C4	SFM-C4
RED-08	MUNICIPAL	232	40.55738889	-122.307	194	38	USGS	RED-08	RED-08
SIERRA-G-11	MUNICIPAL	650	38.08802778	-120.1922222	0	0	USGS	SIERRA-G-11	SIERRA-G-11
SIERRA-SL-07	MUNICIPAL	800	37.74187002	-119.5965541	0	0	USGS	SIERRA-SL-07	SIERRA-SL-07
KLAM-37	MUNICIPAL	0	40.74975	-122.78775	0	0	USGS	KLAM-37	KLAM-37
SIERRA-V-01	MUNICIPAL	0	39.17897222	-120.2103333	0	0	USGS	SIERRA-V-01	SIERRA-V-01
NOCO-IN-21	MUNICIPAL	52	38.99302778	-122.8687222	40	8	USGS	NOCO-IN-21	NOCO-IN-21
KLAM-06	MUNICIPAL	270	41.89819444	-122.5660278	170	100	USGS	KLAM-06	KLAM-06
CD-13	MUNICIPAL	260	34.12166902	-116.0183343	147	100	USGS	CD-13	CD-13
KLAM-29	MUNICIPAL	0	41.23680556	-122.2706111	0	0	USGS	KLAM-29	KLAM-29
DM-U-14	MUNICIPAL	430	37.43161111	-121.0994722	390	20	USGS	DM-U-14	DM-U-14
SIERRA-GL-10	MUNICIPAL	610	39.87408333	-120.4570556	470	140	USGS	SIERRA-GL-10	SIERRA-GL-10
CAMP-ES-11	MUNICIPAL	480	39.87633333	-121.6761389	440	40	USGS	CAMP-ES-11	CAMP-ES-11
S6-MCAW-C15	MUNICIPAL	200	38.66261111	-120.6057222	25	175	USGS	S6-MCAW-C15	S6-MCAW-C15
S6-MCAW-S09UT	MUNICIPAL	0	38.70930556	-120.6811389	0	0	USGS	S6-MCAW-S09UT	S6-MCAW-S09UT
CAMP-QV-02	MUNICIPAL	0	41.31930556	-122.1368056	0	0	USGS	CAMP-QV-02	CAMP-QV-02
HR-SG-02	MUNICIPAL	0	34.64036111	-118.5000278	22	40	USGS	HR-SG-02	HR-SG-02
HR-SG-26	MUNICIPAL	0	34.23841667	-117.8231667	0	0	USGS	HR-SG-26	HR-SG-26
HR-PRU-01	MUNICIPAL	340	33.31838889	-116.8539444	107	233	USGS	HR-PRU-01	HR-PRU-01
HR-PR-15	MUNICIPAL	0	33.31827778	-116.85375	0	0	USGS	HR-PR-15	HR-PR-15
S3-MACK-M28	MUNICIPAL	340	37.12575	-120.0757778	0	0	USGS	S3-MACK-M28	S3-MACK-M28
S6-MCAW-S05	MUNICIPAL	350	38.90847222	-120.8957778	67	283	USGS	S6-MCAW-S05	S6-MCAW-S05
S6-MCAW-S06	MUNICIPAL	100	38.81441667	-120.9014167	60	40	USGS	S6-MCAW-S06	S6-MCAW-S06
S6-MCAW-M14	MUNICIPAL	397	38.37202778	-120.4760833	0	0	USGS	S6-MCAW-M14	S6-MCAW-M14
S-MS-H08	MUNICIPAL	100	36.24697222	-121.2341667	0	0	USGS	S-MS-H08	S-MS-H08
S5-YB-Y39	MUNICIPAL	700	39.32066667	-120.8874722	0	0	USGS	S5-YB-Y39	S5-YB-Y39
S-MS-P12	MUNICIPAL	460	36.92811111	-121.6828333	340	100	USGS	S-MS-P12	S-MS-P12
S7-SAC-C05	MUNICIPAL	212	38.29277778	-121.2582778	155	57	USGS	S7-SAC-C05	S7-SAC-C05
D1-NSF-H12	MUNICIPAL	0	38.39366667	-122.9511667	0	0	USGS	D1-NSF-H12	D1-NSF-H12
S5-YB-B15	MUNICIPAL	500	39.14275	-121.074	100	400	USGS	S5-YB-B15	S5-YB-B15
S5-YB-Y02	MUNICIPAL	750	39.24938889	-121.2294444	40	710	USGS	S5-YB-Y02	S5-YB-Y02
S4-TUSK-TLE03	MUNICIPAL	420	36.00613889	-119.4605833	285	120	USGS	S4-TUSK-TLE03	S4-TUSK-TLE03
S4-TUSK-KAW07	MUNICIPAL	370	36.38777778	-119.4163056	250	120	USGS	S4-TUSK-KAW07	S4-TUSK-KAW07
MADCHOW-12R	MUNICIPAL	NA	37.13325	-120.4880278	NA	NA	USGS	MADCHOW-12R	MADCHOW-12R
MSMB-02	MUNICIPAL	228	36.61825	-121.8399722	188	30	USGS	MSMB-02	MSMB-02
S5-YB-B24	MUNICIPAL	180	39.18716667	-120.9186667	0	0	USGS	S5-YB-B24	S5-YB-B24
S5-YB-Y41	MUNICIPAL	585	39.32883333	-120.3914444	0	0	USGS	S5-YB-Y41	S5-YB-Y41
SIERRA-G-12	MUNICIPAL	675	37.85677778	-119.9485	57	618	USGS	SIERRA-G-12	SIERRA-G-12
S5-YB-Y28	MUNICIPAL	200	39.27963889	-120.9526389	0	0	USGS	S5-YB-Y28	S5-YB-Y28
S5-YB-Y32	MUNICIPAL	150	39.45488889	-121.0510833	80	70	USGS	S5-YB-Y32	S5-YB-Y32
TLR-04	MUNICIPAL	1320	36.35797222	-119.6599444	0	0	USGS	TLR-04	TLR-04
SB-04	MUNICIPAL	700	34.43111111	-119.7962778	180	500	USGS	SB-04	SB-04
KLAM-25	MUNICIPAL	125.1	40.77533333	-122.3408333	0	0	USGS	KLAM-25	KLAM-25
HR-SC-12	MUNICIPAL	226	37.17169444	-121.7770833	126	100	USGS	HR-SC-12	HR-SC-12
NSFVOL-01	MUNICIPAL	323	38.48038889	-122.7014167	0	0	USGS	NSFVOL-01	NSFVOL-01
SDALLV-13	MUNICIPAL	181	33.28544444	-117.3768333	96	80	USGS	SDALLV-13	SDALLV-13
NOCO-IN-24	MUNICIPAL	116	38.98119444	-122.8444167	70	45	USGS	NOCO-IN-24	NOCO-IN-24
SUI-01	MUNICIPAL	0	38.13919444	-121.8294444	0	0	USGS	SUI-01	SUI-01
MSMBMW-01	MUNICIPAL	728	36.70488889	-121.6548333	0	0	USGS	MSMBMW-01	MSMBMW-01
ESJ-10	MUNICIPAL	364	38.05055556	-121.3423056	156	198	USGS	ESJ-10	ESJ-10
NSJ-QPC-06	MUNICIPAL	208	38.15686357	-121.0829986	0	0	USGS	NSJ-QPC-06	NSJ-QPC-06
CGOLD-01	MUNICIPAL	1007	37.15961111	-119.8469167	100	907	USGS	CGOLD-01	CGOLD-01
USAWS-02	MUNICIPAL	518	33.8295	-117.1248889	104	414	USGS	USAWS-02	USAWS-02
ESAC-11	MUNICIPAL	520	39.33275	-121.8161667	220	290	USGS	ESAC-11	ESAC-11
RICE-19	MUNICIPAL	38.5	39.43484167	-121.8883778	28.5	5	USGS	RICE-19	RICE-19
OV-10	MUNICIPAL	0	37.39327778	-118.5633056	0	0	USGS	OV-10	OV-10
SOSAFP-12	MUNICIPAL	550	35.10941667	-118.601	0	0	USGS	SOSAFP-12	SOSAFP-12
SCRV-37	MUNICIPAL	541	34.12502778	-119.1311667	421	100	USGS	SCRV-37	SCRV-37
USAWS-15	MUNICIPAL	328	33.73505556	-116.9916111	0	0	USGS	USAWS-15	USAWS-15
COLORU-07	MUNICIPAL	130	33.37016667	-114.7319167	0	0	USGS	COLORU-07	COLORU-07
LUB-21	MUNICIPAL	400	33.74430556	-115.3624722	300	100	USGS	LUB-21	LUB-21
MADCHOW-22	MUNICIPAL	325	37.08036111	-120.47475	0	0	USGS	MADCHOW-22	MADCHOW-22
MADCHOW-23	MUNICIPAL	655	37.07361111	-120.5288889	400	255	USGS	MADCHOW-23	MADCHOW-23
SIERRA-VL-06	MUNICIPAL	383	39.36769444	-120.0802222	363	20	USGS	SIERRA-VL-06	SIERRA-VL-06
CUY-12	MUNICIPAL	200	34.85638889	-119.4846667	0	0	USGS	CUY-12	CUY-12
SBU-03	MUNICIPAL	670	34.41911111	-119.6945556	650	20	USGS	SBU-03	SBU-03
SIERRA-ML-13	MUNICIPAL	890	38.44355556	-120.6315833	60	940	USGS	SIERRA-ML-13	SIERRA-ML-13
DM-U-04	MUNICIPAL	110	37.01728056	-120.8999278	90	20	USGS	DM-U-04	DM-U-04
DM-U-01	MUNICIPAL	0	37.10355552	-120.8343608	0	0	USGS	DM-U-01	DM-U-01
CAMP-TV-14	MUNICIPAL	175	40.86280556	-121.8965278	155	15	USGS	CAMP-TV-14	CAMP-TV-14
KLAM-03	MUNICIPAL	40	41.83266667	-122.6604444	24	8	USGS	KLAM-03	KLAM-03
KLAM-17	MUNICIPAL	0	41.36525	-122.9038333	0	0	USGS	KLAM-17	KLAM-17
KLAM-18	MUNICIPAL	320	40.91316667	-122.7856389	240	60	USGS	KLAM-18	KLAM-18
S-NSF-H10	MUNICIPAL	NA	38.58405556	-122.9642778	NA	NA	USGS	S-NSF-H10	S-NSF-H10
HR-PR-04	MUNICIPAL	280	33.2305	-116.7618611	0	0	USGS	HR-PR-04	HR-PR-04
HR-PR-30	MUNICIPAL	355	33.70586111	-116.6496111	175	160	USGS	HR-PR-30	HR-PR-30
HR-SG-25	MUNICIPAL	0	34.22052778	-117.4231944	0	0	USGS	HR-SG-25	HR-SG-25
HR-SG-24	MUNICIPAL	0	34.33069444	-118.3178889	0	0	USGS	HR-SG-24	HR-SG-24
S-NSF-H20	MUNICIPAL	NA	38.83630556	-122.8902778	NA	NA	USGS	S-NSF-H20	S-NSF-H20
KLAM-38	MUNICIPAL	0	40.78802778	-122.7705278	0	0	USGS	KLAM-38	KLAM-38
S-NSF-H25	MUNICIPAL	NA	38.34152778	-122.5986944	NA	NA	USGS	S-NSF-H25	S-NSF-H25
S5-YB-Y10	MUNICIPAL	280	39.31847222	-121.2606667	80	160	USGS	S5-YB-Y10	S5-YB-Y10
S5-YB-Y07	MUNICIPAL	100	39.30583333	-121.3694444	40	60	USGS	S5-YB-Y07	S5-YB-Y07
S6-MCAW-M09	MUNICIPAL	300	38.40102778	-120.6519722	180	120	USGS	S6-MCAW-M09	S6-MCAW-M09
S8_MOBSU_U06	MUNICIPAL	135	34.72592778	-117.3833417	110	20	USGS	S8_MOBSU_U06	S8_MOBSU_U06
S8_MOBS_R33	MUNICIPAL	843	34.81555556	-116.6274167	0	0	USGS	S8_MOBS_R33	S8_MOBS_R33
S6-MCAW-M06	MUNICIPAL	200	38.3965	-120.70125	140	60	USGS	S6-MCAW-M06	S6-MCAW-M06
S6-MCAW-M07	MUNICIPAL	120	38.36038889	-120.6761667	40	80	USGS	S6-MCAW-M07	S6-MCAW-M07
S6-MCAW-N06	MUNICIPAL	300	38.96708333	-121.0996667	100	200	USGS	S6-MCAW-N06	S6-MCAW-N06
S3-MACK-M07	MUNICIPAL	300	37.09152778	-120.4229722	170	130	USGS	S3-MACK-M07	S3-MACK-M07
S-MS-SV26	MUNICIPAL	100	36.12988889	-121.0160833	60	40	USGS	S-MS-SV26	S-MS-SV26
S-MS-SV19	MUNICIPAL	370	36.66472222	-121.6807222	355	10	USGS	S-MS-SV19	S-MS-SV19
S7-SAC-SA01	MUNICIPAL	200	38.48963889	-121.1497222	170	20	USGS	S7-SAC-SA01	S7-SAC-SA01
S7-SAC-NA09	MUNICIPAL	230	38.717	-121.3320278	210	20	USGS	S7-SAC-NA09	S7-SAC-NA09
S7-SAC-NA04	MUNICIPAL	272	38.698	-121.2795278	112	160	USGS	S7-SAC-NA04	S7-SAC-NA04
S5-YB-Y43	MUNICIPAL	105	39.30836111	-120.5391944	84	21	USGS	S5-YB-Y43	S5-YB-Y43
WSAC-22	MUNICIPAL	870	39.00744444	-122.1411667	0	0	USGS	WSAC-22	WSAC-22
CGOLD-07	MUNICIPAL	462	37.45136111	-119.6380556	60	402	USGS	CGOLD-07	CGOLD-07
ANT-20	MUNICIPAL	350	34.52269444	-118.0462222	0	0	USGS	ANT-20	ANT-20
S5-YB-Y27	MUNICIPAL	115	39.2535	-121.0015278	100	10	USGS	S5-YB-Y27	S5-YB-Y27
D1-NSF-VP07	MUNICIPAL	360	38.66647222	-122.9471389	100	260	USGS	D1-NSF-VP07	D1-NSF-VP07
NAMFP-10	MUNICIPAL	220	38.68677778	-121.5219444	0	0	USGS	NAMFP-10	NAMFP-10
CAMP-TV-07	MUNICIPAL	230	41.13819444	-120.28125	50	180	USGS	CAMP-TV-07	CAMP-TV-07
SIERRA-G-16	MUNICIPAL	0	36.58427778	-118.2413333	0	0	USGS	SIERRA-G-16	SIERRA-G-16
SF-14	MUNICIPAL	528	37.36316667	-121.9865556	165	198	USGS	SF-14	SF-14
TLR-02	MUNICIPAL	1330	36.31872222	-119.7159167	1000	330	USGS	TLR-02	TLR-02
MSMB-12	MUNICIPAL	1950	36.69091667	-121.7861389	1390	550	USGS	MSMB-12	MSMB-12
ESJ-19:ESJDD-06	MUNICIPAL	519	37.98855556	-121.3073611	195	300	USGS	ESJ-19:ESJDD-06	ESJ-19:ESJDD-06
CGOLD-11	MUNICIPAL	0	37.26341667	-119.6961111	0	0	USGS	CGOLD-11	CGOLD-11
SIERRA-ML-07	MUNICIPAL	300	36.14213889	-118.6269722	0	0	USGS	SIERRA-ML-07	SIERRA-ML-07
CGOLD-15	MUNICIPAL	355	37.25627778	-119.7168611	50	305	USGS	CGOLD-15	CGOLD-15
CLABU-07	MUNICIPAL	0	33.90788889	-118.1212778	0	0	USGS	CLABU-07	CLABU-07
RICE-07	MUNICIPAL	45	39.52169444	-121.8705833	35	5	USGS	RICE-07	RICE-07
COA-03	MUNICIPAL	0	33.79219444	-116.2953611	0	0	USGS	COA-03	COA-03
TROCK-05	MUNICIPAL	0	39.17897222	-120.2103333	0	0	USGS	TROCK-05	TROCK-05
MOJO-27	MUNICIPAL	1110	34.43360998	-117.3506018	850	260	USGS	MOJO-27	MOJO-27
SFM-D4	MUNICIPAL	80	37.526	-121.9868611	50	30	USGS	SFM-D4	SFM-D4
TTAHO-09	MUNICIPAL	100	38.94066667	-120.0632778	70	30	USGS	TTAHO-09	TTAHO-09
SFM-A3	MUNICIPAL	270	37.71602778	-122.4855556	240	20	USGS	SFM-A3	SFM-A3
RED-10	MUNICIPAL	530	40.41402778	-122.2783611	0	0	USGS	RED-10	RED-10
LUB-20	MUNICIPAL	100	32.73144929	-115.9627899	70	-70	USGS	LUB-20	LUB-20
RED-MW-05	MUNICIPAL	194	40.35858333	-122.3338333	154	35	USGS	RED-MW-05	RED-MW-05
SIERRA-VL-07	MUNICIPAL	380	39.32261111	-120.6145833	51	329	USGS	SIERRA-VL-07	SIERRA-VL-07
KLAM-26	MUNICIPAL	90	40.50488889	-122.5421111	70	20	USGS	KLAM-26	KLAM-26
SIERRA-VL-03	MUNICIPAL	280	38.69186111	-119.8022222	131	149	USGS	SIERRA-VL-03	SIERRA-VL-03
BEAR-U10	MUNICIPAL	0	34.22286111	-117.0380833	0	0	USGS	BEAR-U10	BEAR-U10
SIERRA-VL-10	MUNICIPAL	0	39.31575	-120.7909444	0	0	USGS	SIERRA-VL-10	SIERRA-VL-10
KLAM-27	MUNICIPAL	320	40.79933333	-122.3158056	300	20	USGS	KLAM-27	KLAM-27
SB-06	MUNICIPAL	630	34.43616667	-119.7742222	350	280	USGS	SB-06	SB-06
BEAR-G03	MUNICIPAL	300	34.25116667	-117.2755278	0	0	USGS	BEAR-G03	BEAR-G03
CAMP-ES-04	MUNICIPAL	475	39.66075	-121.62925	160	315	USGS	CAMP-ES-04	CAMP-ES-04
KLAM-02	MUNICIPAL	0	41.62941667	-123.0780278	0	0	USGS	KLAM-02	KLAM-02
HR-SC-22	MUNICIPAL	460	37.04027778	-121.7519167	0	0	USGS	HR-SC-22	HR-SC-22
MSSC-05	MUNICIPAL	1700	37.06341667	-121.9967222	700	970	USGS	MSSC-05	MSSC-05
CAMP-HL-08	MUNICIPAL	208	40.35277778	-120.3046389	60	148	USGS	CAMP-HL-08	CAMP-HL-08
S7-SAC-SA06	MUNICIPAL	295	38.48796407	-121.2613377	158	137	USGS	S7-SAC-SA06	S7-SAC-SA06
CAMP-SH-10	MUNICIPAL	309	41.53133333	-122.367	132	135	USGS	CAMP-SH-10	CAMP-SH-10
ESJFP-08	MUNICIPAL	425	37.89066667	-121.2498056	199	216	USGS	ESJFP-08	ESJFP-08
MODFP-01	MUNICIPAL	279.5	37.62413889	-121.0861111	269	5	USGS	MODFP-01	MODFP-01
RICE-21	MUNICIPAL	35	39.28179444	-122.1718972	25	5	USGS	RICE-21	RICE-21
TULE-17	MUNICIPAL	245	35.84800953	-119.3320574	185	55	USGS	TULE-17	TULE-17
WSAC-14	MUNICIPAL	159	39.2955	-122.1211389	157	2	USGS	WSAC-14	WSAC-14
TROCK-04	MUNICIPAL	510	39.16352778	-120.2338333	0	0	USGS	TROCK-04	TROCK-04
SFM-C3	MUNICIPAL	540	37.33677778	-121.8695556	520	20	USGS	SFM-C3	SFM-C3
RED-02	MUNICIPAL	475	40.37388889	-122.2113333	245	160	USGS	RED-02	RED-02
BEAR-U04	MUNICIPAL	215	34.22897222	-116.773	0	0	USGS	BEAR-U04	BEAR-U04
DM-04	MUNICIPAL	180	37.04547222	-120.63625	115	57	USGS	DM-04	DM-04
S3-MACK-K02	MUNICIPAL	235	36.45333333	-119.9756667	195	40	USGS	S3-MACK-K02	S3-MACK-K02
S-MS-SV10	MUNICIPAL	190	36.38725	-121.3620833	150	40	USGS	S-MS-SV10	S-MS-SV10
S-MS-P09	MUNICIPAL	180	36.86119444	-121.75325	140	40	USGS	S-MS-P09	S-MS-P09
S4-TUSK-TLA04	MUNICIPAL	300	36.40005556	-119.7455833	160	140	USGS	S4-TUSK-TLA04	S4-TUSK-TLA04
NSFVP-10	MUNICIPAL	99	38.50955556	-122.9855278	75	20	USGS	NSFVP-10	NSFVP-10
TRLK-05	MUNICIPAL	472	37.5075	-120.8466944	204	253	USGS	TRLK-05	TRLK-05
KWH-12	MUNICIPAL	404	36.20627778	-119.3401111	205	176	USGS	KWH-12	KWH-12
SSV-QPC-09	MUNICIPAL	296	38.56119444	-121.2108333	0	0	USGS	SSV-QPC-09	SSV-QPC-09
MER-02	MUNICIPAL	0	37.39238889	-120.7046944	0	0	USGS	MER-02	MER-02
LIVU-01	MUNICIPAL	315	37.67858333	-121.8950833	235	75	USGS	LIVU-01	LIVU-01
LIV-01	MUNICIPAL	500	37.67663889	-121.8602778	200	290	USGS	LIV-01	LIV-01
